identity_client,weight,age,profile_gender,profile_GOR,voted_ge_2024,pastvote_ge_2024,pastvote_EURef,profile_education_level,profile_education_level_recode,profile_work_stat,political_attention,split,xconsent,randMOSTLEAST,mostlikely,leastlikely,MLthermo,MLthermo_KB,MLthermo_KS,MLthermo_NF,MLthermo_ED,MLthermo_CD,MLthermo_AR,LLthermo,LLthermo_KB,LLthermo_KS,LLthermo_NF,LLthermo_ED,LLthermo_CD,LLthermo_AR,agreedisagree,xtrust,child
934,0.8,70,Female,North West,"Yes, voted",Green,I voted to Remain,ONC,Medium,Retired,5,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
935,0.77,63,Male,Yorkshire and the Humber,"Yes, voted",Labour,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),7,4,I consent to taking part in this study,2,Labour Party,Reform UK,1,Not Asked,40,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
936,0.48,65,Female,South East,"Yes, voted",Labour,I voted to Remain,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",Medium,Retired,10,1,I consent to taking part in this study,6,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,78,Not Asked,Not Asked,1,Not Asked,Not Asked,4,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
937,0.5,61,Male,Yorkshire and the Humber,"Yes, voted",Liberal Democrat,I voted to Remain,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working full time (30 or more hours per week),8,2,I consent to taking part in this study,5,Liberal Democrats,Labour Party,1,Not Asked,Not Asked,Not Asked,93,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
938,0.62,34,Female,West Midlands,"Yes, voted",Labour,I voted to Remain,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),7,3,I consent to taking part in this study,1,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
939,0.78,86,Male,London,"Yes, voted",Labour,I voted to Leave,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Retired,9,4,I consent to taking part in this study,6,Labour Party,Reform UK,1,Not Asked,83,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
940,0.82,70,Male,Scotland,"Yes, voted",Labour,I voted to Remain,Scottish Ordinary/ Lower Certificate,Low,Retired,5,2,I consent to taking part in this study,2,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,71,Not Asked,Not Asked,1,Not Asked,Not Asked,12,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
941,0.64,67,Male,South East,"Yes, voted",Other,I voted to Leave,"Other technical, professional or higher qualification",Medium,Retired,7,3,I consent to taking part in this study,6,Reform UK,Labour Party,1,Not Asked,Not Asked,73,Not Asked,Not Asked,Not Asked,1,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
942,1.1,53,Female,London,"No, did not vote",,I voted to Leave,City & Guilds certificate - advanced,Medium,Working full time (30 or more hours per week),6,4,I consent to taking part in this study,5,Reform UK,Conservative Party,1,Not Asked,Not Asked,62,Not Asked,Not Asked,Not Asked,1,52,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Once in a while,Somewhat happy
943,0.75,68,Female,South West,"Yes, voted",Reform UK,I voted to Leave,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working full time (30 or more hours per week),9,3,I consent to taking part in this study,1,Reform UK,Labour Party,1,Not Asked,Not Asked,68,Not Asked,Not Asked,Not Asked,1,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
944,0.59,34,Female,East of England,"No, did not vote",,I did not vote,GCE A level or Higher Certificate,Medium,Working full time (30 or more hours per week),7,2,I consent to taking part in this study,4,Reform UK,Conservative Party,1,Not Asked,Not Asked,84,Not Asked,Not Asked,Not Asked,1,7,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
945,0.71,23,Female,North West,"Yes, voted",Labour,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),7,4,I consent to taking part in this study,5,Labour Party,Green Party,1,Not Asked,67,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,Don't know,Once in a while,Somewhat upset
946,0.51,65,Male,Scotland,"Yes, voted",Scottish National Party (SNP),I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Retired,8,2,I consent to taking part in this study,1,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,35,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
947,0.77,59,Male,East Midlands,"Yes, voted",Reform UK,I voted to Leave,Teaching qualification (not degree),Medium,Working full time (30 or more hours per week),7,4,I consent to taking part in this study,2,Reform UK,Labour Party,1,Not Asked,Not Asked,81,Not Asked,Not Asked,Not Asked,1,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Somewhat upset
948,1.49,41,Male,London,"No, did not vote",,I did not vote,Prefer not to say,Medium,Working full time (30 or more hours per week),7,4,I consent to taking part in this study,5,Liberal Democrats,Conservative Party,1,Not Asked,Not Asked,Not Asked,100,Not Asked,Not Asked,1,0,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
949,0.52,69,Female,North East,"Yes, voted",Labour,I voted to Leave,"Other technical, professional or higher qualification",Medium,Working part time (8-29 hours a week),8,2,I consent to taking part in this study,5,Labour Party,Reform UK,1,Not Asked,60,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Somewhat upset
950,0.61,53,Female,East Midlands,"Yes, voted",Labour,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),10,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
951,0.67,21,Female,Scotland,"Yes, voted",Scottish National Party (SNP),I did not vote,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Full time student,4,4,I consent to taking part in this study,2,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Always,Somewhat upset
952,0.64,61,Female,East of England,"Yes, voted",Labour,I voted to Remain,GCE A level or Higher Certificate,Medium,Working part time (8-29 hours a week),5,1,I consent to taking part in this study,5,Labour Party,Reform UK,1,Not Asked,63,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
953,0.67,57,Male,North West,"Yes, voted",Liberal Democrat,I voted to Remain,GCE A level or Higher Certificate,Medium,Working full time (30 or more hours per week),6,3,I consent to taking part in this study,3,Labour Party,Reform UK,1,Not Asked,64,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Once in a while,Somewhat upset
954,1.01,33,Male,North East,"Yes, voted",Reform UK,I voted to Leave,"Other technical, professional or higher qualification",Medium,Working full time (30 or more hours per week),7,3,I consent to taking part in this study,5,Reform UK,None of these,1,Not Asked,Not Asked,100,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
955,0.65,65,Female,Wales,"Yes, voted",Green,I voted to Remain,GCE A level or Higher Certificate,Medium,Retired,9,3,I consent to taking part in this study,5,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,100,100,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
956,0.97,70,Female,South West,"Yes, voted",Liberal Democrat,I voted to Remain,GCE A level or Higher Certificate,Medium,Retired,6,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
957,0.55,55,Male,North West,"Yes, voted",Labour,I voted to Leave,"Other technical, professional or higher qualification",Medium,Working full time (30 or more hours per week),8,1,I consent to taking part in this study,1,Reform UK,Green Party,1,Not Asked,Not Asked,51,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,Strongly disagree,Almost never,Neither happy nor upset
958,0.7,34,Female,South West,Don’t know,,I voted to Leave,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),5,3,I consent to taking part in this study,1,None of these,None of these,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
959,0.6,50,Male,East Midlands,"No, did not vote",,I voted to Leave,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working part time (8-29 hours a week),3,2,I consent to taking part in this study,3,None of these,None of these,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
960,0.92,43,Female,West Midlands,"No, did not vote",,I did not vote,City & Guilds certificate,Low,Working full time (30 or more hours per week),5,4,I consent to taking part in this study,3,Conservative Party,Reform UK,1,50,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,10,Not Asked,Not Asked,Not Asked,Don't know,Don't know,Neither happy nor upset
961,0.43,58,Female,East of England,"Yes, voted",Reform UK,I voted to Leave,City & Guilds certificate,Low,Not working,8,2,I consent to taking part in this study,3,Reform UK,Labour Party,1,Not Asked,Not Asked,90,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
962,0.74,56,Male,North West,"Yes, voted",Reform UK,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Not working,7,1,I consent to taking part in this study,3,Conservative Party,Labour Party,1,45,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
963,0.9,79,Male,West Midlands,"Yes, voted",Conservative,I voted to Leave,City & Guilds certificate,Low,Retired,8,4,I consent to taking part in this study,5,Reform UK,Labour Party,1,Not Asked,Not Asked,71,Not Asked,Not Asked,Not Asked,1,Not Asked,20,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Neither happy nor upset
964,1.2,31,Male,North West,"Yes, voted",Labour,I voted to Leave,GCE A level or Higher Certificate,Medium,Unemployed,7,3,I consent to taking part in this study,4,Liberal Democrats,Conservative Party,1,Not Asked,Not Asked,Not Asked,80,Not Asked,Not Asked,1,31,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Once in a while,Neither happy nor upset
965,0.82,63,Male,West Midlands,"Yes, voted",Reform UK,I voted to Leave,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Retired,9,4,I consent to taking part in this study,1,Reform UK,Green Party,1,Not Asked,Not Asked,62,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,Strongly disagree,Almost never,Neither happy nor upset
966,0.73,73,Male,South East,"Yes, voted",Conservative,I voted to Leave,City & Guilds certificate - advanced,Medium,Retired,5,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
967,1.09,75,Male,Scotland,"Yes, voted",Labour,I voted to Remain,Scottish Higher Certificate,Medium,Retired,4,2,I consent to taking part in this study,1,Labour Party,Reform UK,1,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
968,0.66,22,Female,London,"Yes, voted",Liberal Democrat,I did not vote,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Full time student,8,1,I consent to taking part in this study,2,None of these,None of these,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
969,0.8,68,Male,South West,"Yes, voted",Conservative,I voted to Leave,Recognised trade apprenticeship completed,Medium,Working full time (30 or more hours per week),6,3,I consent to taking part in this study,3,Reform UK,Labour Party,1,Not Asked,Not Asked,82,Not Asked,Not Asked,Not Asked,1,Not Asked,10,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Once in a while,Somewhat upset
970,1.63,48,Male,Scotland,"No, did not vote",,I voted to Leave,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),5,1,I consent to taking part in this study,2,Reform UK,Green Party,1,Not Asked,Not Asked,50,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,Tend to disagree,Once in a while,Neither happy nor upset
971,1.06,42,Male,Scotland,"Yes, voted",Conservative,I voted to Remain,Prefer not to say,Medium,Working part time (8-29 hours a week),8,2,I consent to taking part in this study,5,Conservative Party,Green Party,1,29,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,Strongly disagree,Almost never,Extremely upset
972,0.9,33,Female,London,"No, did not vote",,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),7,1,I consent to taking part in this study,1,Labour Party,Liberal Democrats,1,Not Asked,18,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,997,Not Asked,Not Asked,Neither agree nor disagree,Almost never,Neither happy nor upset
973,0.63,57,Male,North West,"Yes, voted",Labour,I voted to Remain,"Other technical, professional or higher qualification",Medium,Retired,7,3,I consent to taking part in this study,4,Labour Party,Reform UK,1,Not Asked,81,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
974,0.62,60,Male,Scotland,"Yes, voted",Scottish National Party (SNP),I voted to Remain,"Other technical, professional or higher qualification",Medium,Working part time (8-29 hours a week),7,1,I consent to taking part in this study,1,None of these,Reform UK,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
975,1.02,68,Male,West Midlands,"Yes, voted",Other,I voted to Leave,Recognised trade apprenticeship completed,Medium,Retired,5,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
976,0.63,70,Female,East Midlands,"Yes, voted",Reform UK,I voted to Leave,"Other technical, professional or higher qualification",Medium,Retired,10,1,I consent to taking part in this study,5,Reform UK,Labour Party,1,Not Asked,Not Asked,100,Not Asked,Not Asked,Not Asked,1,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
977,0.73,66,Male,South West,"No, did not vote",,I voted to Remain,Recognised trade apprenticeship completed,Medium,Working part time (8-29 hours a week),6,2,I consent to taking part in this study,1,Labour Party,None of these,1,Not Asked,60,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
978,0.95,24,Female,London,"No, did not vote",,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working part time (Less than 8 hours a week),8,1,I consent to taking part in this study,2,Labour Party,Reform UK,1,Not Asked,13,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,2,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
